Clase,Lugar,Cantidad_Viajes
restaurant,Pubbelly,6
restaurant,Dr. Pizza,6
restaurant,Buenas Migas,6
restaurant,Esperanza,6
hotel,Hotel Único SA de CV,6
hotel,Suites Capri Reforma 410,6
restaurant,Las Tortugss,6
restaurant,La Cadencia Lonchería,6
restaurant,La Pascadería Fish Restaurant,6
restaurant,Gardela,6
restaurant,La No. 20 Polanco,6
restaurant,El Refugio del Inca,6
restaurant,La Rancherita,6
restaurant,El Barullo,6
restaurant,El Quebracho,6
restaurant,Los Arbolitos de Cajeme,6
restaurant,La Taberna de Miguel,6
restaurant,Mauro,6
restaurant,Taquería La Nación,6
restaurant,El Rincón del Parque,6
restaurant,Monte Kailas,6
restaurant,Kam Ling,6
restaurant,BARBACOA DON JOSÉ,6
restaurant,a,6
restaurant,Taqueria los Pericos,6
restaurant,La casa del pan,6
restaurant,Green Me Reforma,6
restaurant,Au Pied de Cochon,6
restaurant,Sankalpa,6
restaurant,Sant Yago,6
restaurant,Campobaja,6
restaurant,Taquitos Frontera Grill,6
restaurant,Texas de Brasil Kids Club,6
restaurant,Casa Bell,6
restaurant,Rocky's,6
restaurant,El Negrito,6
restaurant,Los Manantiales,6
restaurant,Belmondo,6
restaurant,Pizzería Copilco,6
restaurant,Fontina Trattoria,6
restaurant,La Hostería de Santo Domingo,6
restaurant,Dante Brasa y Fuego,6
hotel,Hotel Premier,6
restaurant,Wabi Sushi,6
restaurant,Sushi Nomi,6
hotel,Hotel Suites Mi Casa,6
restaurant,La Casa de Las Enchiladas (Tokio),6
restaurant,Sartenazo,6
restaurant,La Nueva Sevillana,6
restaurant,Pizza Pazza,6
restaurant,Mammut Pizza,6
restaurant,lo de Julio,6
restaurant,Ramen-ya Rokai,6
restaurant,Carnes Asadas Santa Maria Parrilla del Barrio,6
restaurant,La Gloriosa,6
restaurant,Zanaya,6
restaurant,Tacorama Campestre,6
restaurant,Edo-Ya,6
restaurant,El Rincón Veracruzano,6
restaurant,Ahumados Pelicano,6
restaurant,La Voragine,6
restaurant,Los Bisquets Obregón,6
restaurant,Serenna,6
hotel,St. Regis,6
restaurant,Casa Hevia - Correo Español,6
restaurant,Rokai,6
restaurant,Taqueri El Califa del León,6
restaurant,Sanborns Café Parque Vía,6
restaurant,Quintonil,6
restaurant,Kaminari Tonkotsu Ramen,6
restaurant,Mr. Sushi Coyoacán,6
restaurant,Los guisados de Copilco,6
restaurant,La Divina Comida,6
restaurant,La Pequeña Fuente,6
restaurant,Porchetta,6
restaurant,Casa Licha,6
restaurant,La Federal,6
restaurant,Pizzica micro-pizzería,6
restaurant,niddo dresde,6
hotel,Casa Padres Margarita,6
restaurant,El Fogonazo,6
restaurant,Wing´s army,6
restaurant,Porco Rosso,6
restaurant,niddo oxford,6
restaurant,Río 10,6
restaurant,La Madrileña,6
restaurant,Vege Taco,6
restaurant,Tartare,6
hotel,Inn Sur,6
restaurant,Doña Leo,6
hotel,Hotel San Alfonso,6
restaurant,Ahumadas Grill & BBQ,6
restaurant,Bartolomé,6
restaurant,Real del Barrio,6
restaurant,Surasang,6
restaurant,Maverick,6
restaurant,Tortas Nebraska,6
hotel,Holiday Inn Buenavista,6
hotel,Liebe Hotel & Villas,6
restaurant,Taquería Los Parados,6
restaurant,Burritos México,6
restaurant,Sonia,6
restaurant,Copacabanito,6
restaurant,La Casa de Las Enchiladas (Lerma),6
restaurant,Blanco Castelar,6
restaurant,Cocina yucateca,6
hotel,Paraíso,6
restaurant,Billar,6
restaurant,Merendero,6
restaurant,Puesto de birria,6
restaurant,Tamayo,6
restaurant,Piloncillo y Cascabel,6
restaurant,Taquería El Turix,5
restaurant,Burger Bar Joint Forum Buenavista,5
restaurant,El Camarón Panzón,5
restaurant,Los Aluxes,5
restaurant,El Mercado Amazónico,5
restaurant,Gogó y Lolá Bistro,5
restaurant,Obelisco,5
restaurant,Hamburbifería,5
restaurant,Trattoria Urbana,5
restaurant,Fat Boy Moves,5
restaurant,Bellini,5
restaurant,Tacos Don Manolito,5
restaurant,Almara,5
restaurant,Gaudí,5
restaurant,los Fifis Taquerias,5
restaurant,Restaurante Bar la Escena,5
restaurant,Tacos Copacabana,5
restaurant,Wok´ando,5
hotel,FlowSuites WTC,5
restaurant,El Sencillito,5
restaurant,Wan Wan Sakaba,5
restaurant,Los 3 poblanos,5
hotel,Hotel Moneda,5
restaurant,Tlaco,5
hotel,Izzzleep Hotel,5
restaurant,Sushi MX,5
restaurant,El Tulipán,5
restaurant,elhuequito,5
restaurant,Mariscos Gourmet,5
hotel,Hotel Estadio,5
restaurant,Fonda El Mexicano,5
restaurant,Vegamo,5
restaurant,Restaurante Vertiz,5
restaurant,Safari,5
hotel,Hotel NY. T. Roma Boutique Reforma,5
restaurant,Wooyeon,5
restaurant,Merendero Biarritz,5
restaurant,tuux kabin ejercito,5
hotel,Hotel Benidorm,5
restaurant,Tinto Café,5
hotel,Hotel Plaza Belices,5
restaurant,Corazón de Maguey,5
restaurant,Sushi Kona,5
restaurant,Comida callejera mexicana,5
restaurant,Erawan,5
restaurant,La Gloria,5
restaurant,Al Sabor de Liz,5
restaurant,Pata Negra,5
restaurant,Alitas vs. Burritos,5
restaurant,La Casita,5
restaurant,La Huma,5
restaurant,Tamalería Nativitas,5
restaurant,El Lugarcito,5
restaurant,Makato,5
restaurant,Barbacoa de Santiago,5
hotel,Hotel Villas Coloniales,5
restaurant,Restaurante Lisboa,5
restaurant,Toks Miramontes,5
hotel,Hotel Harare,5
hotel,Hotel Princesa,5
restaurant,La Secina,5
restaurant,La Cocina,5
restaurant,BB KFE,5
restaurant,Comicx,5
restaurant,Yardis,5
restaurant,Pancita Ale,5
restaurant,Proyecto Gourmet,5
hotel,Hotel Naciones,5
restaurant,Susy,5
restaurant,Perfida,5
restaurant,MO + F,5
hotel,Hotel del Prado,5
restaurant,Lucas Local,5
restaurant,Las Tampiqueñas,5
restaurant,Alibaba,5
restaurant,La Esquina de los Milagros,5
hotel,Hotel Montreal,5
restaurant,La Buena Fé,5
restaurant,Las Cazuelitas del Tepayo,5
restaurant,La Palma,5
restaurant,El Guarache,5
restaurant,Maque,5
restaurant,Restaurante Teoixtla,5
restaurant,3 Sesenta Pizzería de Barrio,5
hotel,Armonik Suites,5
restaurant,La Rosita Michoacana,5
hotel,Dominion Corporate Suites,5
restaurant,Mezcalería Los Amantes,5
restaurant,La Pescaderia,5
restaurant,Lacalaca,5
restaurant,Tu Taco De Cabecera,5
restaurant,Carlotta,5
restaurant,Puerto 44,5
restaurant,Cafetería Moheli,5
restaurant,Vegetariano Lindavista,5
restaurant,Flor de Lis,5
restaurant,Murakami,5
restaurant,Temictli,5
restaurant,Café Salvador,5
hotel,Hotel Goya,5
restaurant,Los Danzantes,5
restaurant,Specia,5
hotel,Hotel El Greco,5
hotel,Villa Nueva,5
restaurant,La hija Aquella,5
restaurant,Barnabeu Tapas,5
restaurant,El Pialadero de Guadalajara,5
restaurant,Primos,5
restaurant,Giorgio's Pizzas,5
restaurant,Pollos Altavista,5
restaurant,À la bonne franquette,5
hotel,Principado,5
restaurant,Cochinita Pibil El Chel,5
restaurant,Spiritello Trattoria Pizza,5
hotel,FlowSuites Polanco,5
restaurant,Taquería El Huequito,5
restaurant,La Ribera Santa María,5
restaurant,El Portón (Churubusco),5
restaurant,La Hummisiya,5
restaurant,La Paella de Domingo,5
restaurant,Café Palacio,5
hotel,NH Mexico City Airport T2,5
restaurant,Ave María,5
restaurant,Mariscos El Chiringuito del Sombra,5
restaurant,El Guero de la 4,5
hotel,City Express,5
restaurant,Parrilla Gaucha,5
restaurant,Tacochino,5
restaurant,Ramen House,5
restaurant,Fresh House Salads,5
restaurant,Los de Pescado,5
restaurant,Entrevero,5
restaurant,Sala 21,5
restaurant,Chattin,5
restaurant,Dew At,5
restaurant,Indómita, Burger Social Club,5
restaurant,Kyu,5
restaurant,Crepas Marco,5
restaurant,We Love Burgers,5
restaurant,Diablito Blue,5
restaurant,La Fondue,5
restaurant,Maratea Mx,5
restaurant,Rafaelle,5
restaurant,Kofetárica,4
restaurant,Lua Café,4
hotel,The Ritz-Carlton, Mexico City,4
restaurant,Los Luceros,4
hotel,Cfntal Norte,4
restaurant,Ocho 20,4
restaurant,Bonita Casa de Comidas,4
restaurant,Carnitas Campuzano,4
restaurant,Las Margaritas,4
restaurant,Charco de las Ranas,4
restaurant,mi Gusto es,4
restaurant,María Ciento38,4
restaurant,Pizzas Plaza,4
restaurant,Comedor comunitario 269,4
restaurant,Instituto Nacional de la Cochinita,4
restaurant,Taco Game Narvarte,4
restaurant,Helus,4
restaurant,La Casa de los Tacos,4
restaurant,Asador del Gaucho,4
restaurant,Arooga's,4
restaurant,La mansión,4
restaurant,Taqueria Lomax,4
restaurant,Los pumpos,4
hotel,Parador Real,4
restaurant,Taquería Green House San Pedro,4
restaurant,Pollos Rio,4
restaurant,Cúcara Mácara,4
restaurant,Contracorriente,4
restaurant,El Plebe,4
restaurant,Cebichería Agua & Sal,4
restaurant,Il Tomato,4
restaurant,Pizzas Luigi,4
hotel,Hotel Habita,4
restaurant,Las mejores carnitas del rumbo,4
restaurant,Pizza House,4
restaurant,Marina Bistro,4
restaurant,Lo cheri a la Oaxaqueña,4
restaurant,Fonda El Anfritrión,4
restaurant,La Nube,4
restaurant,El Tritón,4
restaurant,Yards,4
restaurant,El Gusto Jarocho,4
restaurant,Cantina Karisma,4
restaurant,Barbacoa,4
restaurant,Taquería El Califa,4
restaurant,Tucán Coyoacán,4
hotel,Hotel MAGA,4
restaurant,Loon Chiy,4
restaurant,Bang Bang Pizzas,4
restaurant,Masala y Maíz,4
restaurant,La Estación,4
restaurant,Havre 77,4
restaurant,Las Cazuelas,4
restaurant,Pizzas Palermo,4
restaurant,Huaraches y Comida Corrida Arellano,4
hotel,Ticoman,4
restaurant,Fiebre de Malta,4
restaurant,Birrieria Y restaurante Doña Carmelita,4
hotel,Hôtel Fabiola,4
restaurant,Las Ranas,4
restaurant,Mis Abuelitas,4
restaurant,Costra,4
hotel,Colimazi,4
restaurant,Daikoku Reforma,4
restaurant,Mangata Moon,4
restaurant,Taquería Los Ovnis,4
restaurant,Quesadillas Tostadas y Mas,4
restaurant,El,4
restaurant,Allende,4
restaurant,Tacos Don Alex,4
hotel,Hotel Lira,4
restaurant,El Tlalpeño,4
restaurant,Pajares,4
restaurant,Hiyoko,4
restaurant,Dos Más y Te Olvido,4
hotel,izZzleep - Hospedaje inteligente - Hotel Aeropuerto Terminal 1,4
restaurant,El Sheik,4
restaurant,Carnitas Light El Paisa,4
hotel,Bristol,4
restaurant,TAQUERIA EL PAISA,4
hotel,Hotel Castillo,4
restaurant,El Grifo,4
restaurant,Salon Premier,4
hotel,Hotel Lona,4
restaurant,Bacon Bar & Tap Room (Roma),4
hotel,Hotel Lasa Garage,4
restaurant,Tacos Manolo,4
restaurant,Wu's,4
hotel,Hostal Cuija Coyoacán,4
restaurant,Taj Mahal,4
restaurant,El Afán,4
hotel,Gilbert,4
restaurant,Tacos "De aqui soy Mexico",4
restaurant,La Sazón del Ruedo,4
hotel,San Fernando,4
hotel,Managua,4
restaurant,ecos del mundo,4
restaurant,Marygold,4
restaurant,HM Homero,4
restaurant,El Rey de Boturini,4
restaurant,Italiann'is,4
hotel,Costa del Sur,4
restaurant,Mariscos "El Pacífico",4
restaurant,La Sirenita,4
restaurant,Magda,4
restaurant,Chelo & Go,4
restaurant,Publico,4
restaurant,Break & Bistro,4
restaurant,Los Ahuehuetes,4
restaurant,El Siciliano,4
restaurant,Bistrot M,4
restaurant,Taquería "La Chinampa",4
restaurant,La Oaxaqueña,4
restaurant,El Mesón de Cheny,4
restaurant,Restaurante Gotan,4
restaurant,Trattoria Della Casa Nuova,4
restaurant,La Brasitas de la Guerrero,4
restaurant,Nutrisa,4
restaurant,Mi gusto es Marisquería,4
restaurant,Cantina Casa Balbina,4
restaurant,George,4
restaurant,Malportaco,4
restaurant,Restaurant Uruguayo,4
restaurant,La Aceituna,4
restaurant,Pasteleria El Delicioso,4
restaurant,Texas Burger,4
restaurant,Mank Tea,4
hotel,Hotel Universal,4
restaurant,Pizzas Tomy,4
restaurant,Comedor El Sazón de Mamá,4
hotel,Hotel El Ejecutivo,4
restaurant,Club Naval del Sur,4
restaurant,El Quesadillón Loco,4
restaurant,El Pariente,4
restaurant,Taquería "Los Parados",4
restaurant,Porfirio's,4
restaurant,Nâm,4
restaurant,Fonda Oaxaqueña,4
restaurant,El Rincón de Viveros,4
restaurant,Lord Shots,4
restaurant,Pozolería Jalisco,4
restaurant,Café Papalotl,4
restaurant,El Mesón de Valencia,4
restaurant,Pappa John's,4
restaurant,Luna y Sol,4
restaurant,Madero,4
restaurant,Banderilandia Centro,4
restaurant,Ciudad Smoothie,4
restaurant,El Tepehuani Conquistando,4
restaurant,Cantonese Restaurant,4
restaurant,Flautas México,4
restaurant,Trocitos Mix,4
restaurant,Radice Bistro Gourmet,4
restaurant,El Haurache Veloz,4
hotel,Hotel de Cortés,4
restaurant,Bisquets Obregón La Raza,4
restaurant,Hot Dog Ramírez,4
hotel,Paraíso del Sur,4
restaurant,Porco Rosso BBQ Condesa,4
restaurant,La reina de Montevideo,4
restaurant,Las Redes del Pulpo,4
restaurant,Sushi Kyo,4
restaurant,Rafaello's,4
restaurant,London Inc.,3
hotel,Jardines de Churubusco,3
restaurant,Comida Casera "D'Liz",3
restaurant,Taqueria Los gueros,3
restaurant,Cafe King,3
restaurant,Taquerias Copacabana,3
restaurant,La Soldadera,3
restaurant,Comedor comunitario "Nuestro Pan",3
restaurant,Haru Maki,3
restaurant,La Ronda,3
restaurant,La Parrilla Vikinga,3
restaurant,El Sazón de Elisa,3
restaurant,Flautas Vertiz,3
restaurant,Saint Crepier,3
restaurant,Piel Morena,3
restaurant,Taquería La Michoacana,3
restaurant,Sarumino,3
restaurant,el pollo feliz,3
restaurant,@PapaChecos,3
hotel,Hotel Catalina,3
restaurant,Sushi Hashi,3
restaurant,FIREHOUSE SUBS,3
restaurant,Cocina Alí,3
restaurant,Aponte 82,3
restaurant,Snals Abby,3
hotel,Hidalgo,3
hotel,Hotel Guadalajara,3
restaurant,Los Picositos,3
restaurant,Chelalitas,3
restaurant,La casa de Toño, servicio para llevar,3
restaurant,Fonda el Rincón Oaxaqueño,3
restaurant,Trooper Gourmet,3
restaurant,FONDA "Dorita",3
restaurant,Las Quekas,3
restaurant,Caldos de gallina,3
restaurant,Restaurante Los Almendros,3
restaurant,Restaurante "Ayluardo",3
restaurant,Saks,3
restaurant,Sanborns Peralvillo,3
restaurant,Changos,3
restaurant,Antojeria la Guille II,3
restaurant,La Cervecería de Barrio - Polanco,3
restaurant,Apolo,3
restaurant,Greenway Restaurante,3
restaurant,Loncheria Yoli's,3
restaurant,Tokyo Rose,3
restaurant,El Condimento,3
restaurant,hAMBURGUESAS mATIAS,3
restaurant,El Sazon de Anita,3
restaurant,Pizzería Dalis,3
restaurant,Saturno,3
restaurant,Tortas Jorge,3
restaurant,La Encantada,3
restaurant,La C-Zina,3
restaurant,Toks Aragón,3
restaurant,La Terraza de los Amigos,3
restaurant,Mayer,3
restaurant,Villa María,3
restaurant,Mercado Abelardo Rodriguez,3
restaurant,La Cochera de Paco,3
restaurant,Crunch,3
restaurant,Pizza Jazz,3
restaurant,ostioneria 64,3
restaurant,Los Sifones,3
restaurant,Caldos Arellano,3
restaurant,Happy's Pizza,3
hotel,Las Flores,3
restaurant,Caldos de Pollo,3
restaurant,Marisqueria La Güera,3
restaurant,Kolobok,3
restaurant,Garabatos,3
restaurant,Wings Puerto Aereo,3
hotel,Hotel Templo Mayor,3
restaurant,Porfirio,3
restaurant,Carnicería,3
restaurant,La Salamandra Otra Vez,3
hotel,Hotel Marbella,3
restaurant,La Perdida,3
restaurant,Taqueria Los Cueros,3
restaurant,Don Carbón,3
hotel,Hotel Olympo,3
restaurant,Branca Parrilla,3
restaurant,Taquitos Marte,3
restaurant,Delicias de Líbano,3
restaurant,La Mexicana,3
restaurant,Taquería "Nochebuena",3
restaurant,El tesoro de Sonora,3
restaurant,Pizzas La Postal,3
restaurant,El Viejo Camilo,3
restaurant,El Rincón de la Lechuza,3
restaurant,Tandor De Ali,3
restaurant,Taquerías Brasil Copacabana,3
restaurant,Caldos Animo,3
restaurant,Peace & Love Health Food,3
restaurant,El peladito,3
restaurant,Quekas Factory Narvarte,3
restaurant,Amarcord,3
restaurant,Toks Invierno,3
hotel,Hotel Lepanto,3
restaurant,La Cueva del Amigo,3
restaurant,Toks San Jerónimo,3
restaurant,Mr.Sushi,3
restaurant,Zapata 7,3
restaurant,Simplemente Deli,3
hotel,Hotel Finisterre,3
restaurant,Taquería El Carnal 1,3
restaurant,Fuente de Sodas,3
restaurant,Mog Bistro,3
restaurant,tacos cochinada y porquería,3
restaurant,Ex Convento Cafe,3
restaurant,El Mesón de Belosario 38 Traditional comida Mexicana,3
restaurant,Madereros,3
restaurant,Maria Bonita veganos,3
restaurant,Casa Visconti,3
restaurant,Angus,3
restaurant,Chon,3
restaurant,Banus,3
restaurant,Flautas El Pana,3
restaurant,Pit's,3
restaurant,Te,3
restaurant,La única de Guerrero,3
restaurant,Suntory,3
restaurant,Elefante,3
restaurant,Toks Plaza San Jerónimo,3
restaurant,La Matrak,3
restaurant,Los Hijos de Lupe,3
restaurant,Sabores de México,3
restaurant,Toks Las Águilas,3
restaurant,Las Girafas y la Mula,3
restaurant,Bisquets de Obregón,3
restaurant,El Rincón Zapatista,3
restaurant,El Sazoncito,3
restaurant,VIPS Refineria,3
restaurant,Séptimo,3
restaurant,katsubo,3
restaurant,Fruti Tortas,3
restaurant,Hamburguesas HM (Polanco),3
restaurant,La 360,3
restaurant,Juana Juana,3
restaurant,Julius Pizza / Telcoda NG,3
restaurant,Gold Taco,3
restaurant,La Grand Ocasión,3
hotel,Faro,3
restaurant,Sushi-itto Coyoacán,3
restaurant,Los Huarachines,3
restaurant,El Samurai,3
restaurant,La Castellana,3
restaurant,Salamandra,3
restaurant,El Kafta,3
restaurant,Lonchería Juanita,3
restaurant,Oxford,3
hotel,Holiday Inn Express México Aeropuerto,3
restaurant,Tamales Flor de Lis,3
restaurant,Parrilla Argentina,3
restaurant,Hound Dog,3
restaurant,Sushi Tako,3
restaurant,Drupa Café,3
restaurant,Restaurant Japonés Taro,3
restaurant,Abraxo de Luna,3
restaurant,LunchV comida vegans,3
restaurant,La Pasadita,3
restaurant,Tamales,3
restaurant,Los Jarochos,3
restaurant,Cocina "Abigail",3
restaurant,Cocina Mi Sazon,3
restaurant,Haus,3
restaurant,Nigiri Sushi,3
hotel,Hotel Villas,3
restaurant,Flor de viento,3
restaurant,Quesadillas Berlin,3
restaurant,El Convento,3
hotel,Intercontinental Presidente Chapultepec,3
hotel,Hyatt Regency,3
restaurant,Comida corrida "Socorrito",3
hotel,Camino Real,2
hotel,City Express Plus Periférico Sur Tlalpan,2
restaurant,Toks Valle Dorado,2
hotel,Wyndham Garden,2
hotel,Hotel Argos,2
restaurant,Boon Tamale,2
restaurant,El restaurante palacio,2
restaurant,Edison,2
restaurant,Las Arracheras Beef Master,2
restaurant,Santa Hoja,2
restaurant,Ming Xuan Comida China,2
restaurant,La Chicha,2
restaurant,Sud777,2
hotel,Hotel Jacarandas,2
restaurant,Taquería El Cuñado,2
restaurant,Restaurante Mafalda,2
restaurant,Taquería Mr. Taco I,2
restaurant,La Cabañita,2
restaurant,La mESILLA,2
restaurant,Busquets de Obregón,2
restaurant,Retro Gourmet,2
restaurant,Marisquería La Glorieta,2
hotel,Hotel Los Cedros,2
restaurant,Mariscos La Perla de la Obrera,2
restaurant,El Penacho de Moctezuma,2
restaurant,Los Alquimistas,2
restaurant,Los Queridos,2
restaurant,Casquet,2
restaurant,Los Monumentales,2
restaurant,Taquería El Campeón,2
restaurant,Antojitos mexicanos "La romita",2
restaurant,Tortas El Parque,2
restaurant,El Mesón del Abuelo,2
restaurant,La Fermatta,2
restaurant,Buen Pollo,2
restaurant,Los Bisquets Bisquets Obregón,2
restaurant,El Abanico,2
restaurant,Mariscos El Pollo,2
restaurant,Chula Food,2
hotel,Fiesta Inn Periférico Sur,2
restaurant,Cocina "El Buen Sazón de Chabelita",2
hotel,Hotel Garage Esperanza,2
restaurant,Las Delicias de Zacatlán,2
hotel,Hotel Atlanta,2
restaurant,Giovanni's,2
restaurant,La Santa Maria,2
restaurant,La Esquina del Buen Comer,2
restaurant,La Flor del Son,2
restaurant,Qü-Qoo Kitchen Bar,2
hotel,Antenas,2
restaurant,La Diana Cazadora,2
restaurant,Piccolo Pizzas,2
restaurant,Al Andalus,2
hotel,One,2
restaurant,Mercado Moliere,2
restaurant,Tortas Baldomero,2
hotel,Continental,2
restaurant,El pescadito de Boturini,2
restaurant,Pozolería "Flor de Maíz",2
restaurant,Pinche Gringo BBQ,2
restaurant,Loncheria Isa,2
restaurant,Le Gourmet,2
restaurant,El Naranjito,2
restaurant,Fonda La Villa,2
restaurant,Urban Spices,2
restaurant,Pastes Real de Plateros,2
restaurant,El Solar de Actopan,2
restaurant,Restaurante El Amaranto,2
restaurant,Cocina "Los Cariños",2
restaurant,LAS HIJAS DE LA TOSTADA,2
restaurant,Quesadillas & Sopes,2
restaurant,La Talavera,2
restaurant,Birria El Paisa,2
restaurant,Duke's Burgers & Beer,2
restaurant,Taqueria Narvarte,2
restaurant,El Buen Bife,2
hotel,Hotel Alpes,2
restaurant,Taquería Copacabana,2
restaurant,Toks Coacalco,2
restaurant,La autentica,2
restaurant,Taqueria Santa María,2
restaurant,Los Pibes,2
restaurant,Cocina Economica Michelle,2
restaurant,El charquito mixe,2
restaurant,Antojitos Mexicanos La Yoyis,2
restaurant,El Beneficio de la Duda,2
restaurant,Xilonen,2
hotel,Omega 254,2
hotel,Hotel Cadena,2
restaurant,Mesón Antigua Santa Catarina,2
restaurant,Tamales El Pino,2
hotel,Casa San Ildefonso,2
restaurant,Restaurante de Don Memo,2
restaurant,Cocoliche,2
restaurant,Mis Amores,2
restaurant,El Churro Feliz,2
restaurant,vegannero,2
restaurant,La güerita,2
restaurant,Hacha México Sucursal Coapa,2
restaurant,Ermita 50,2
restaurant,El Gnomo,2
restaurant,La Hallaca,2
restaurant,Otro Lugar de la Mancha,2
restaurant,Huraches la Escondida,2
hotel,Suites del Parque,2
restaurant,Ermitaño,2
restaurant,Los Gauchos,2
restaurant,Sud 777,2
restaurant,Mar Azul,2
restaurant,A Pie de Calle,2
restaurant,La Tola,2
restaurant,El Puerto de Coyoacán,2
hotel,Contempo Suites,2
restaurant,El Tamalito Gourmet,2
restaurant,Daimo SUSHI,2
restaurant,Jumasai Sushi,2
restaurant,Louises Chef,2
restaurant,l'épi de blé,2
restaurant,Munchie,2
restaurant,La Casa de los Bisquets,2
restaurant,Taquería La Onda,2
restaurant,Rosite,2
restaurant,Javier,2
restaurant,¡Conchale Vale!,2
restaurant,Mal de Cruz,2
hotel,La Querencia DF,2
restaurant,La Torre de Castilla,2
restaurant,Mariscos "Ramírez",2
restaurant,El santuario,2
restaurant,Oaxaca Aquí,2
restaurant,Alma de Quetzal,2
restaurant,Benedetti´s Pizza,2
restaurant,Son de Sirloin,2
restaurant,Tacos, gorditas Vane,2
restaurant,Toks El Rosario,2
restaurant,Aquí es oaxaca,2
restaurant,Canto de Sirenas,2
hotel,Hotel Esla,2
restaurant,rosso di sera...,2
restaurant,Tamales Emporio,2
restaurant,Hacienda de Cortés,2
restaurant,Beer Factory Santa Fe,2
restaurant,Alambique Grill,2
restaurant,Fonda Panda,2
restaurant,Los Bisquests Obregon,2
restaurant,De Taquito,2
restaurant,Torteria La Puerta del Sol,2
hotel,Hotel Diligencias,2
restaurant,Encheladas,2
restaurant,La Casa del Abuelo,2
restaurant,Cantina El Sella,2
restaurant,Pollos Estilo Norteño,2
restaurant,Memelas Y Sopes Florida,2
restaurant,Cocina "Valentina",2
restaurant,Guillermina,2
restaurant,El Asado Argentino,2
restaurant,El Periban,2
restaurant,Carnitas Don Rafa,2
restaurant,Restaurante El Paisa Carlos,2
restaurant,Doña Lulá,2
restaurant,Pozolería Blanquita,2
restaurant,Los Primos,2
restaurant,El Gato Rojo,2
restaurant,Mi Matisse,2
restaurant,El Rincón de la 6,2
restaurant,Rojo,2
restaurant,Chops,2
restaurant,Restaurante la Veracruzana,2
restaurant,El Desvan El rey de la botana,2
restaurant,Sakiko Sushi,2
restaurant,Carnitas Jerrys,2
restaurant,El Rincón Gourmet pizza a la leña,2
restaurant,Los Mil Tacos,2
restaurant,Naturalito,2
restaurant,Los Machetes de Amparito,2
restaurant,La Tragua,2
restaurant,Restaurante Hanal K'U,2
restaurant,Quesadillas y Sopes,2
hotel,Hotel Aeropuerto,2
restaurant,La Cocina de Juanita,2
restaurant,Diana's Pizza,2
restaurant,Meson De Los Leones,2
restaurant,Los hornillos,2
restaurant,TAMALES COYOACÁN,2
restaurant,Las Lupitas,2
restaurant,El Quete,2
restaurant,El Sarape,2
restaurant,Posada del Sancho,2
restaurant,Taqueria El Chaparrito,2
restaurant,Comedor Televisa,2
restaurant,Coyota,2
restaurant,Marcopolo,2
restaurant,La Sixtina Cantina Mexicana,2
restaurant,Restaurante Ray,2
restaurant,Taquería Los Originales,2
restaurant,Guaymitas,2
hotel,Courtyard Mexico City Vallejo,2
restaurant,Taqueria El Moreno,2
restaurant,Taquería El Chaparrito,2
restaurant,City Café,2
restaurant,Hua-Yuan,2
restaurant,Tamales "Teresita",2
hotel,Hotel Puebla,2
restaurant,Tacos Los Gueros,2
restaurant,Rey del Taco,2
restaurant,Pastes Kiko's,2
restaurant,Pizzas Plaza Coyoacán,2
restaurant,Veggicano,2
restaurant,Tacos de Carnitas,2
restaurant,Prendes,2
restaurant,Cecile,2
restaurant,El Rinconcito,2
restaurant,Cielito Rojo,2
restaurant,La Polar,2
restaurant,mejores tacos,2
restaurant,K Town,2
restaurant,El lugar del mariachi,2
restaurant,Birria del Pacífico,2
restaurant,Semillero,2
restaurant,Guisados Mexicanos,2
restaurant,San Francisco,2
restaurant,Especias,2
restaurant,Foro Moctezuma,1
restaurant,Restaurante Arroyo,1
restaurant,Casa Sancho,1
restaurant,Fonda Campestre,1
restaurant,mixotes,1
restaurant,Toks Santa Monica,1
restaurant,Los huaraches de Chiconcuac,1
restaurant,Maryscallis Pizza,1
restaurant,La pancita de mundo,1
restaurant,Fisher's House,1
restaurant,Royal India,1
restaurant,La Jarochita,1
restaurant,Tacos Buen Tono,1
restaurant,El Bjio,1
restaurant,Alitas,1
restaurant,Vip's Sor Juana,1
restaurant,Applebee's,1
restaurant,ecosentli,1
restaurant,Oh alá,1
restaurant,El buen Sazón,1
hotel,Hotel Turismo,1
restaurant,Super Flautas y Chelas "La Terraza",1
restaurant,Paletería "La Michoacana",1
restaurant,Medina Soteno, Eleazar Arturo,1
hotel,Hotel Madero,1
hotel,Hotel Eco,1
restaurant,Aquí está Texcoco,1
restaurant,Hunan,1
restaurant,Pozolería y Birriería Arandas,1
restaurant,mangos,1
restaurant,Merendero Chayito,1
restaurant,Pizza Local,1
restaurant,Las Gaoneras,1
restaurant,Casa de Toño,1
restaurant,Café-Restaurante La Celestina,1
restaurant,Pitas Saleh,1
hotel,Hotel Modena,1
hotel,Hotel Emperador,1
restaurant,Tacos el Payo,1
restaurant,Mariscos Chilo"s,1
restaurant,Tacoa el Güero,1
restaurant,El Cangrejo Azul,1
restaurant,Taco House,1
restaurant,480º Pizza Lounge,1
restaurant,Carnitas,1
restaurant,Mariscos Pacífico,1
restaurant,Cocina del Cheff,1
restaurant,El Carnal,1
restaurant,El Birria,1
restaurant,México Mi Amor,1
restaurant,Las Quekas Factory,1
hotel,Camino Real Arboledas,1
hotel,Hotel villaporticos,1
